county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja
001,2000,2.77,1.8,36.5,50.9,51.9,43.3,82.0,85.2,82.46666666666665,-2.78,-2.25,-2.82,-2.6166666666666667,-3.4,0.71,-2.39,-0.2866666666666668
001,2001,5.5,3.4,40.7,50.7,50.2,38.9,86.2,85.8,83.73333333333333,-0.27,-0.58,-1.39,-0.7466666666666666,1.84,-1.02,-2.61,-1.4799999999999998
001,2002,1.8599999999999999,1.54,37.4,45.7,53.2,36.0,87.9,82.7,84.86666666666667,-2.05,-2.2,-2.06,-2.1033333333333335,-1.22,-1.08,-0.25,-1.4033333333333333
001,2003,1.49,0.26,40.1,46.9,47.7,40.0,85.7,88.3,84.0,-1.51,-1.52,-2.28,-1.7700000000000002,-1.62,-0.5,-2.74,-1.1366666666666667
001,2004,3.3099999999999996,5.83,39.0,50.6,53.9,41.0,80.3,77.7,78.46666666666665,1.55,2.0,2.46,2.0033333333333334,2.09,1.83,2.02,0.9500000000000001
001,2005,3.34,2.9699999999999998,41.2,46.3,55.2,39.5,86.1,83.5,84.10000000000001,-0.22,-0.02,-0.43,-0.2233333333333333,-0.03,0.54,-1.23,-0.4266666666666666
001,2006,1.99,2.49,42.0,49.3,48.8,37.8,87.6,81.9,84.13333333333334,-2.38,-2.25,0.77,-1.2866666666666666,-1.57,-0.35,2.3,-0.3233333333333334
001,2007,4.7,4.16,35.3,53.6,52.2,45.6,85.8,85.1,84.3,2.04,1.48,2.95,2.1566666666666667,3.13,-1.04,4.84,0.5033333333333333
001,2008,3.9699999999999998,2.48,34.3,45.6,52.1,39.7,83.9,81.6,81.96666666666667,5.95,6.75,5.49,6.063333333333333,3.76,4.22,-1.67,3.43
001,2009,2.39,2.99,35.5,48.3,50.4,35.6,78.9,79.5,79.43333333333334,3.42,3.61,4.09,3.7066666666666666,3.53,1.63,2.56,1.6499999999999997
