model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio,d_hurs_pct
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19073,8,4.466541071238623,4.643989507409287,0.7175117613716251,-7.734716676777083
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19081,8,4.195430011489975,4.255972690672195,0.7975654089719079,-5.380635332482868
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19091,8,4.270937444801461,4.360185138591476,0.7568026060292522,-6.070370567876964
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19099,8,4.38430227524924,4.569522678906424,0.7483841197784934,-7.410114446863332
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19115,8,4.1518449391443255,4.323872915521065,0.7474910212055017,-5.7919220111248535
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19131,8,4.124251818960602,4.113322831121991,0.8110133024712306,-4.567933538680592
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19147,8,4.181671513948231,4.230718283020565,0.7832863617074678,-5.311200096624731
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19157,8,4.30105525330265,4.460961328582698,0.7286099420385753,-6.845015722905387
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19165,8,4.74138289847906,5.005130353398954,0.7215598189020977,-9.441686091543218
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19179,8,4.288636114715246,4.502099717817316,0.7680392466522012,-6.9245112459540366
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19187,8,4.373317206692207,4.502743535619857,0.7163689250538117,-6.93703501098436
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19197,8,4.297752397510067,4.4037060767352045,0.7509600946264693,-6.276511152420724
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19003,8,4.710853528887071,5.022845320021645,0.7026177575542341,-9.531248086126048
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19013,8,4.262520116781275,4.382385069350391,0.7046821430640102,-6.176811834587554
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19025,8,4.40415817204746,4.541624024907378,0.7124824396242996,-7.149438137879898
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19035,8,4.380017638935556,4.503927792019681,0.7163909559607933,-6.730521183660144
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19005,8,4.073859019639713,4.071985309774618,0.7742119370874071,-3.889597101243112
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19051,8,4.472447607472304,4.724657684839485,0.7207746821013087,-7.971940677651574
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19065,8,4.149155080132459,4.213398025777735,0.7560238852951555,-4.980349428504937
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19071,8,5.149770936943412,5.510167462347795,0.664692148553838,-11.88969105649764
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19083,8,4.343391149261606,4.480621627973108,0.7187760830720855,-6.754777272425116
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19085,8,4.904781974472996,5.200934134589716,0.722603831268185,-10.227297043845752
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19097,8,4.10463080716886,4.201268001633082,0.7025417646890809,-4.955406522900034
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19109,8,4.127714898467502,4.150296687850755,0.8151987983212854,-4.763284670557184
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19119,8,4.254071468839186,4.311791051016598,0.7340539832351828,-5.274870011235691
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19133,8,4.784972301487642,5.039125354508371,0.7041027689159467,-9.387457750650412
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19143,8,4.128899079538542,4.138348188583791,0.8005416118145886,-4.602028007038555
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19167,8,4.340339231784753,4.454192512050213,0.7077386738783006,-6.036556117213763
